bin_low,bin_high,count,accuracy,confidence
0.0,0.1,87,1.0,0.01452821
0.1,0.2,9,1.0,0.13836366
0.2,0.30000000000000004,14,1.0,0.2535555
0.30000000000000004,0.4,4,1.0,0.3675222
0.4,0.5,6,1.0,0.46643427
0.5,0.6000000000000001,8,0.0,0.54923874
0.6000000000000001,0.7000000000000001,11,0.2727272727272727,0.64029056
0.7000000000000001,0.8,5,0.0,0.75083864
0.8,0.9,18,0.0,0.8588461
0.9,1.0,462,0.8376623376623377,0.99631596
